OD,oLon,oLat,dLon,dLat,busDis,busTime,busWalkTime,busWalkDis,busWaitTime,busBoardTime,busBoardDis,busTransNum,taxiCost,busCost,driveTime,driveDis
1001401488099960-1001401592100074,113.94865920016564,22.533862145734602,114.07218945027643,22.66477288804592,24730.0,8348.0,854.0,1996.0,1.0,7493.0,30344.0,1,64.55199999999999,4.5,4021,27782
3003401486099950-1001401452100002,113.94766851071554,22.52369034958485,113.90390326191515,22.580385606276568,9800.0,4512.0,1013.0,2366.0,1.0,3498.0,10320.0,0,28.72,2.0,2405,11797
1001401486099960-1001401440099986,113.9462314708742,22.533816054785625,113.88973789968288,22.56206279638739,8117.0,3228.0,734.0,1716.0,1.0,2493.0,8753.0,0,24.6808,2.5,1486,8253
1001401488099960-3003401530100082,113.94865920016564,22.533862145734602,113.99784695616552,22.673549020772292,18687.0,7337.0,396.0,925.0,0.0,6941.0,25650.0,1,50.0488,5.0,4199,22984
1001401488099960-1001401428100014,113.94865920016564,22.533862145734602,113.87445681129371,22.593351520773762,12921.0,4101.0,665.0,1552.0,0.0,3436.0,12697.0,0,36.21039999999999,2.5,1661,12503
1001401486099960-1001401560100066,113.9462314708742,22.533816054785625,114.03349943740913,22.655035284863555,20372.0,6513.0,1107.0,2584.0,0.0,5406.0,22265.0,0,54.0928,3.0,3612,20850
1001401488099960-3003401550100010,113.94865920016564,22.533862145734602,114.02390073640859,22.592808638073894,12962.0,7531.0,1676.0,3912.0,0.0,5855.0,17330.0,1,36.3088,3.5,2446,15385
1001401488099960-3003401620099960,113.94865920016564,22.533862145734602,114.1100936075354,22.537972965606205,15462.0,3419.0,1578.0,3684.0,0.0,1841.0,16509.0,0,42.3088,5.0,1999,19452
1001401488099960-1001401482099980,113.94865920016564,22.533862145734602,113.94087857763945,22.55627633199156,2987.0,2184.0,227.0,532.0,1.0,1956.0,2870.0,0,12.3688,2.5,1431,3269
1001401486099960-1001401468099976,113.9462314708742,22.533816054785625,113.92398207772293,22.551441365698885,3853.0,2227.0,1158.0,2704.0,0.0,1069.0,2841.0,0,14.4472,2.0,1198,4792
1001401488099960-3003401390100014,113.94865920016564,22.533862145734602,113.82950288951956,22.5935975066215,17135.0,5964.0,571.0,1334.0,0.0,5393.0,19253.0,1,46.32400000000001,4.5,3901,19663
1001401488099960-3003401580099964,113.94865920016564,22.533862145734602,114.06143603662771,22.54160377409389,11292.0,3683.0,703.0,1642.0,0.0,2980.0,16729.0,0,32.300799999999995,2.5,1530,15739
1001401486099960-1001401460099950,113.9462314708742,22.533816054785625,113.91492221764764,22.521937518834893,4118.0,2311.0,1895.0,4424.0,1.0,415.0,3044.0,0,15.0832,2.0,1304,5512
1001401486099960-3003401572100008,113.9462314708742,22.533816054785625,114.05066745253521,22.591046485359698,15511.0,4898.0,808.0,1886.0,0.0,4090.0,20528.0,0,42.4264,2.5,2841,18650
1001401488099960-1001401454099944,113.94865920016564,22.533862145734602,113.90779057231285,22.51503209976581,5709.0,2869.0,540.0,1262.0,0.0,2329.0,5581.0,0,18.9016,2.0,1392,6072
1001401488099960-1001401518100008,113.94865920016564,22.533862145734602,113.9838979507288,22.588677363080677,8816.0,4448.0,1052.0,2456.0,0.0,3396.0,10597.0,0,26.3584,3.0,2113,9946
1001401488099960-7007401424100000,113.94865920016564,22.533862145734602,113.87352259591444,22.58092472003613,11752.0,3872.0,742.0,1732.0,0.0,3130.0,12834.0,0,33.4048,3.0,1702,12567
3003401486099950-7007401508099996,113.94766851071554,22.52369034958485,113.97561889991005,22.57836835678625,8124.0,5226.0,1556.0,3632.0,0.0,3670.0,9497.0,0,24.6976,3.0,2240,10167
1001401488099960-1001401642100030,113.94865920016564,22.533862145734602,114.1339794422953,22.616248963144322,25589.0,7080.0,1518.0,3544.0,0.0,5562.0,26724.0,0,67.03767999999998,3.0,3889,27890
1001401488099960-1001401614099978,113.94865920016564,22.533862145734602,114.10119436196396,22.55699248438408,16551.0,4382.0,1023.0,2390.0,1.0,3358.0,16096.0,0,44.9224,2.5,2608,19185
1001401488099960-3003401532100016,113.94865920016564,22.533862145734602,114.00189395048069,22.599167825504733,11553.0,4470.0,1075.0,2510.0,0.0,3395.0,14059.0,0,32.9272,2.5,2253,13165
1001401488099960-3003401552100020,113.94865920016564,22.533862145734602,114.02608722074996,22.604130764592746,14309.0,5972.0,1617.0,3774.0,0.0,4355.0,15633.0,0,39.5416,2.5,2742,15941
1001401488099960-3003401570100082,113.94865920016564,22.533862145734602,114.04645409168666,22.67445358408745,23309.0,7152.0,1121.0,2616.0,0.0,6031.0,25111.0,0,61.1416,3.0,4012,29760
1001401488099960-1001401594099962,113.94865920016564,22.533862145734602,114.07729025183008,22.53850821744629,12457.0,3668.0,237.0,554.0,0.0,3431.0,17518.0,0,35.0968,4.0,1497,16292
3003401486099950-1001401460099970,113.94766851071554,22.52369034958485,113.91442075690635,22.544489558875213,5196.0,3024.0,776.0,1812.0,0.0,2248.0,4828.0,0,17.6704,2.0,1441,6486
1001401486099960-1001401538100032,113.9462314708742,22.533816054785625,114.00760039372268,22.61619655261157,14035.0,6752.0,1393.0,3252.0,0.0,5359.0,27242.0,0,38.884,2.5,3537,21595
1001401488099960-3003401512100004,113.94865920016564,22.533862145734602,113.97789988630552,22.585180132859296,7904.0,4308.0,1325.0,3092.0,0.0,2983.0,11549.0,0,24.1696,2.5,2044,9073
3003401486099950-3003401644099976,113.94766851071554,22.52369034958485,114.13885968825495,22.55653935840292,21136.0,4030.0,954.0,2229.0,1.0,3075.0,24497.0,1,55.9264,6.0,2817,23520
1001401486099960-1001401416099998,113.9462314708742,22.533816054785625,113.86029458815523,22.575026424089398,12169.0,2401.0,1130.0,2640.0,1.0,1270.0,11389.0,0,34.4056,4.0,2382,12394
1001401488099960-3003401736100120,113.94865920016564,22.533862145734602,114.247342514835,22.7209109480096,46727.0,8645.0,1061.0,2478.0,1.0,7583.0,50584.0,0,132.98823999999996,8.0,4776,43465
1001401486099960-1001401586099984,113.9462314708742,22.533816054785625,114.06705310892656,22.56314204344245,14221.0,4018.0,682.0,1594.0,1.0,3335.0,15199.0,0,39.3304,2.5,2702,15618
1001401486099960-15015401528100072,113.9462314708742,22.533816054785625,114.00280505919636,22.669129081913844,18935.0,7346.0,538.0,1257.0,1.0,6807.0,25021.0,1,50.644,5.0,4507,24011
1001401488099960-3003401654100038,113.94865920016564,22.533862145734602,114.14956244145212,22.62668091688265,28095.0,7444.0,1189.0,2776.0,0.0,6255.0,27880.0,0,74.85639999999998,2.5,4443,29937
1001401488099960-3003401486100090,113.94865920016564,22.533862145734602,113.94418191947159,22.681557909869213,15329.0,5831.0,885.0,2068.0,1.0,4945.0,21233.0,0,41.9896,2.5,2843,25598
1001401488099960-1001401526100078,113.94865920016564,22.533862145734602,113.991894329558,22.667796613547548,17552.0,5779.0,479.0,1120.0,1.0,5299.0,28695.0,1,47.3248,7.0,4032,22985
3003401486099950-3003401650100094,113.94766851071554,22.52369034958485,114.1433950506547,22.689752340556964,35010.0,11420.0,655.0,1531.0,1.0,10764.0,46029.0,1,96.4312,6.0,4821,35228
1001401488099960-1001401562099968,113.94865920016564,22.533862145734602,114.03829696885131,22.544563666846706,9435.0,3206.0,666.0,1556.0,0.0,2540.0,10920.0,0,27.844,3.0,1374,10771
1001401486099960-1001401472099970,113.9462314708742,22.533816054785625,113.92898791244056,22.54476856056868,2714.0,2404.0,1612.0,3764.0,1.0,791.0,1558.0,0,11.7136,2.0,1498,4231
1001401486099960-15015401576099960,113.9462314708742,22.533816054785625,114.063815822249,22.543903299825807,11977.0,3762.0,781.0,1826.0,1.0,2980.0,16729.0,0,33.9448,2.5,1586,15632
1001401488099960-1001401588099956,113.94865920016564,22.533862145734602,114.07014886052404,22.531609051169802,11550.0,3009.0,1570.0,3666.0,1.0,1438.0,12534.0,0,32.92,4.0,1359,15153
1001401488099960-3003401562099970,113.94865920016564,22.533862145734602,114.03943877449645,22.547969206409192,9885.0,3510.0,969.0,2264.0,1.0,2540.0,10920.0,0,28.924,3.0,1521,11506
1001401488099960-3003401552100028,113.94865920016564,22.533862145734602,114.02589314809273,22.61315242833611,15202.0,5549.0,1270.0,2964.0,0.0,4279.0,16905.0,0,41.6848,3.0,2776,18069
1001401488099960-1001401536100064,113.94865920016564,22.533862145734602,114.00438828527244,22.65223703514109,17144.0,7200.0,516.0,1205.0,0.0,6684.0,23967.0,1,46.3456,5.0,3068,19843
1001401486099960-1001401598099966,113.9462314708742,22.533816054785625,114.08205157274179,22.54310752414502,13597.0,4254.0,630.0,1472.0,0.0,3624.0,18988.0,0,37.8328,2.5,1819,18186
1001401488099960-1001401492099992,113.94865920016564,22.533862145734602,113.95272159584823,22.570038701370034,4029.0,2797.0,450.0,1052.0,0.0,2347.0,5422.0,0,14.869599999999998,2.0,1433,5894
1001401486099960-3003401554099978,113.9462314708742,22.533816054785625,114.02953279600143,22.556811751993852,10085.0,3209.0,335.0,784.0,1.0,2873.0,12109.0,0,29.404,2.5,2193,11220
1001401488099960-1001401508099988,113.94865920016564,22.533862145734602,113.97224738835784,22.565895548327365,5431.0,3042.0,264.0,618.0,0.0,2778.0,7451.0,0,18.2344,2.0,1245,6134
1001401486099960-1001401526099968,113.9462314708742,22.533816054785625,113.99459180607904,22.543752414782467,5510.0,2231.0,1393.0,3254.0,1.0,837.0,6016.0,0,18.424,3.0,1382,7684
1001401488099960-3003401516100004,113.94865920016564,22.533862145734602,113.98275729259971,22.585271519151643,8366.0,4323.0,950.0,2218.0,0.0,3373.0,9311.0,0,25.2784,2.5,1984,9436
1001401488099960-7007401476100092,113.94865920016564,22.533862145734602,113.93436020159723,22.68588224780077,16682.0,5861.0,1137.0,2654.0,0.0,4724.0,19796.0,0,45.2368,3.0,2970,25387
1001401486099960-15015401768100008,113.9462314708742,22.533816054785625,114.2958900018219,22.602135690386,39486.0,8284.0,1144.0,2672.0,1.0,7139.0,44520.0,1,110.39631999999996,5.5,4200,44255
1001401488099960-3003401680100056,113.94865920016564,22.533862145734602,114.18073583048184,22.64754099620105,33107.0,8406.0,844.0,1974.0,2.0,7560.0,32709.0,1,90.49384,4.5,4546,34625
1001401488099960-1001401630099980,113.94865920016564,22.533862145734602,114.12057549083764,22.55959744649956,18621.0,4999.0,1199.0,2800.0,1.0,3799.0,17970.0,0,49.89039999999999,2.5,3060,22780
1001401486099960-7007401468100060,113.9462314708742,22.533816054785625,113.92544372270616,22.649612605747066,13629.0,4902.0,1011.0,2360.0,0.0,3891.0,15268.0,0,37.9096,3.0,3116,15089
1001401488099960-1001401596099962,113.94865920016564,22.533862145734602,114.07971835435768,22.538552339924806,12688.0,3427.0,866.0,2024.0,1.0,2560.0,12800.0,0,35.6512,2.5,1471,16905
3003401486099950-3003401426099994,113.94766851071554,22.52369034958485,113.87372639712244,22.571904376478862,11756.0,2831.0,1695.0,3959.0,2.0,1134.0,10761.0,1,33.4144,4.0,2415,12639
1001401486099960-1001401462099946,113.9462314708742,22.533816054785625,113.91744980490299,22.51747363170701,4332.0,2496.0,656.0,1534.0,1.0,1839.0,3961.0,0,15.596799999999998,2.0,1207,4979
1001401486099960-1001401488099966,113.9462314708742,22.533816054785625,113.94851038442977,22.54062797008541,900.0,1281.0,345.0,806.0,0.0,936.0,789.0,0,10.0,2.5,724,1728
1001401488099960-7007401500099996,113.94865920016564,22.533862145734602,113.96590466067265,22.578185058942555,6080.0,3642.0,606.0,1416.0,0.0,3036.0,8249.0,0,19.792,3.0,2041,8609
1001401488099960-3003401556100076,113.94865920016564,22.533862145734602,114.0295871391165,22.6673724438937,21022.0,6894.0,456.0,1066.0,0.0,6438.0,25993.0,0,55.65279999999999,7.0,4298,23262
1001401486099960-3003401468099960,113.9462314708742,22.533816054785625,113.92557101272793,22.53455040240405,2000.0,1415.0,1094.0,2556.0,1.0,320.0,2206.0,0,10.0,2.0,1215,4690
1001401488099960-1001401554100030,113.94865920016564,22.533862145734602,114.02708356972795,22.614302678334962,15430.0,5189.0,924.0,2156.0,0.0,4265.0,16905.0,0,42.232,3.0,2711,17407
1001401486099960-7007401432100000,113.9462314708742,22.533816054785625,113.88323618175684,22.58111362420365,10646.0,3518.0,639.0,1494.0,1.0,2878.0,9850.0,0,30.750400000000006,2.5,1649,10024
3003401486099950-7007401544099952,113.94766851071554,22.52369034958485,114.02040095732052,22.529566738802586,7373.0,2826.0,1386.0,3236.0,0.0,1440.0,7936.0,0,22.895200000000006,2.5,918,9618
1001401488099960-1001401560100048,113.94865920016564,22.533862145734602,114.03393574313586,22.63473649021295,18131.0,6234.0,1173.0,2740.0,1.0,5060.0,24650.0,0,48.7144,4.0,3365,20244
1001401488099960-1001401638099970,113.94865920016564,22.533862145734602,114.13052324022031,22.54849304764416,18427.0,5442.0,382.0,896.0,2.0,5058.0,24145.0,1,49.4248,5.0,2696,22712
1001401486099960-15015401424099984,113.9462314708742,22.533816054785625,113.878683916455,22.567488268623176,9695.0,3664.0,624.0,1460.0,1.0,3039.0,10457.0,0,28.468000000000004,2.5,1846,9431
1001401486099960-7007401556100060,113.9462314708742,22.533816054785625,114.03235704772304,22.65162955656996,19921.0,6293.0,979.0,2286.0,0.0,5314.0,21701.0,0,53.0104,3.0,3600,20379
1001401488099960-3003401394100050,113.94865920016564,22.533862145734602,113.83342998202808,22.634283537862128,20877.0,5280.0,458.0,1070.0,0.0,4822.0,19703.0,0,55.30479999999999,2.5,2848,20633
1001401488099960-1001401414100032,113.94865920016564,22.533862145734602,113.85699545086507,22.613315002618627,16564.0,5226.0,1572.0,3670.0,0.0,3654.0,15356.0,0,44.9536,3.0,2998,20727
1001401488099960-1001401508099970,113.94865920016564,22.533862145734602,113.97269074807579,22.54559767037136,3424.0,3136.0,1344.0,3138.0,0.0,1792.0,4356.0,0,13.4176,2.0,1048,5907
1001401486099960-1001401458099968,113.9462314708742,22.533816054785625,113.9120431341192,22.54218773515225,4032.0,2946.0,1199.0,2800.0,1.0,1746.0,5532.0,0,14.8768,2.5,1190,4782
1001401488099960-1001401638100014,113.94865920016564,22.533862145734602,114.12949493078787,22.598117036966446,23340.0,4577.0,1346.0,3144.0,2.0,3229.0,27644.0,2,61.216,7.0,3654,25711
1001401486099960-15015401528100008,113.9462314708742,22.533816054785625,114.00437120325114,22.596957470863234,11792.0,3912.0,527.0,1232.0,1.0,3384.0,14059.0,0,33.5008,2.5,2681,13053
1001401488099960-3003401512099988,113.94865920016564,22.533862145734602,113.97829364729584,22.567137526304307,6120.0,4193.0,1127.0,2632.0,1.0,3065.0,8340.0,0,19.888,2.0,1437,7475
1001401486099960-63063401472100000,113.9462314708742,22.533816054785625,113.9651031283154,22.614263765529532,9879.0,5431.0,1397.0,3262.0,1.0,4033.0,14731.0,0,28.9096,2.5,4142,14999
1001401486099960-3003401564099952,113.9462314708742,22.533816054785625,114.04229975271143,22.527714699097924,9569.0,2838.0,631.0,1476.0,1.0,2206.0,12464.0,0,28.1656,2.5,1029,11617
1001401488099960-1001401418100000,113.94865920016564,22.533862145734602,113.86267174271923,22.577328973473488,12402.0,4317.0,907.0,2118.0,0.0,3410.0,12218.0,0,34.9648,2.5,2128,12250
1001401486099960-15015401584099968,113.9462314708742,22.533816054785625,114.07333811246349,22.55310254176811,13793.0,4414.0,1130.0,2638.0,0.0,3284.0,14204.0,0,38.3032,3.0,1801,17895
1001401488099960-3003401630100018,113.94865920016564,22.533862145734602,114.12087515999085,22.60360370547542,23091.0,5847.0,935.0,2184.0,1.0,4911.0,23358.0,0,60.6184,2.5,3572,25156
1001401488099960-15015401696100032,113.94865920016564,22.533862145734602,114.20787875261412,22.627707010589795,33634.0,10559.0,2305.0,5382.0,1.0,8253.0,35321.0,1,92.13808,5.5,5173,38276
1001401488099960-15015401464100008,113.94865920016564,22.533862145734602,113.92664760386604,22.59548744335249,8272.0,4891.0,1597.0,3728.0,0.0,3294.0,7848.0,0,25.0528,2.5,2578,10195
1001401488099960-3003401560100056,113.94865920016564,22.533862145734602,114.03493255861707,22.6449083715802,19251.0,6027.0,851.0,1986.0,0.0,5176.0,21017.0,0,51.4024,3.0,3314,20053
1001401488099960-3003401570099966,113.94865920016564,22.533862145734602,114.04924753508949,22.543636870425424,10361.0,2914.0,402.0,940.0,0.0,2512.0,15059.0,0,30.0664,2.5,1761,14232
1001401488099960-1001401408100002,113.94865920016564,22.533862145734602,113.85047904649132,22.57934628864531,13741.0,3013.0,1829.0,4271.0,1.0,1183.0,11713.0,1,38.1784,4.0,2509,15080
3003401486099950-3003401530099978,113.94766851071554,22.52369034958485,114.00039345990544,22.556270368121805,8202.0,2583.0,1180.0,2757.0,2.0,1401.0,9931.0,1,24.8848,4.0,2583,15876
1001401488099960-1001401398100040,113.94865920016564,22.533862145734602,113.83735790208628,22.62195297662555,19266.0,5114.0,484.0,1132.0,1.0,4629.0,18562.0,0,51.4384,2.5,2891,20331
1001401488099960-15015401488100112,113.94865920016564,22.533862145734602,113.9532038096172,22.71331632463687,18543.0,9490.0,3060.0,7140.0,0.0,6430.0,38367.0,1,49.7032,10.0,4467,39069
1001401488099960-7007401596099964,113.94865920016564,22.533862145734602,114.08324180458082,22.54425724538321,13593.0,4039.0,402.0,940.0,0.0,3637.0,18988.0,0,37.8232,2.5,1722,17830
1001401488099960-3003401590099966,113.94865920016564,22.533862145734602,114.07352911908563,22.544080777148128,12670.0,3789.0,377.0,882.0,1.0,3411.0,18219.0,0,35.60800000000001,2.5,1423,16648
1001401486099960-15015401440100080,113.9462314708742,22.533816054785625,113.8956779375525,22.67611142843717,19079.0,6472.0,910.0,2126.0,1.0,5561.0,24685.0,0,50.9896,2.5,2680,18656
1001401488099960-7007401608100032,113.94865920016564,22.533862145734602,114.09620296972557,22.621210246905683,22569.0,6791.0,1201.0,2806.0,1.0,5589.0,26547.0,1,59.36559999999999,4.5,2962,25320
1001401486099960-3003401582100030,113.9462314708742,22.533816054785625,114.06228531979127,22.616079642214128,19121.0,5772.0,449.0,1050.0,1.0,5322.0,23376.0,1,51.0904,4.5,3261,20789
1001401488099960-15015401608099976,113.94865920016564,22.533862145734602,114.10229007917557,22.56265297774493,17225.0,4950.0,1187.0,2772.0,1.0,3762.0,16418.0,0,46.54,2.5,2697,19851
1001401488099960-3003401616099968,113.94865920016564,22.533862145734602,114.10504900018721,22.54690798292696,15893.0,5039.0,824.0,1924.0,0.0,4215.0,17482.0,0,43.3432,3.0,2115,19816
1001401486099960-7007401572100028,113.9462314708742,22.533816054785625,114.05256754509183,22.615901231911845,18197.0,6810.0,701.0,1640.0,1.0,6108.0,25274.0,1,48.8728,4.5,3137,21188
1001401488099960-15015401680100048,113.94865920016564,22.533862145734602,114.18807192431234,22.645413072594327,33576.0,8191.0,856.0,2000.0,1.0,7334.0,34663.0,1,91.95712,5.0,4565,35397
1001401488099960-15015401504099984,113.94865920016564,22.533862145734602,113.9758154403106,22.569346786083173,6112.0,3878.0,1090.0,2546.0,1.0,2787.0,7451.0,0,19.8688,2.0,1861,8528
3003401486099950-7007401484099940,113.94766851071554,22.52369034958485,113.94786669039513,22.51466916597595,930.0,1936.0,876.0,2046.0,0.0,1060.0,1043.0,0,10.0,2.0,648,2688
1001401486099960-7007401424100008,113.9462314708742,22.533816054785625,113.87331880920408,22.589945123425608,12461.0,3384.0,1009.0,2356.0,0.0,2375.0,10850.0,0,35.1064,3.0,1669,11230
1001401486099960-1001401568099954,113.9462314708742,22.533816054785625,114.04591753895107,22.52890938810984,9786.0,2886.0,684.0,1598.0,0.0,2202.0,12464.0,0,28.6864,2.5,1235,13529
1001401488099960-7007401716099972,113.94865920016564,22.533862145734602,114.2287649387306,22.555858441907315,28328.0,6603.0,1018.0,2378.0,1.0,5584.0,31355.0,1,75.58335999999998,5.5,3447,32679
1001401486099960-3003401500099960,113.9462314708742,22.533816054785625,113.96441489389076,22.53528848299709,1843.0,1806.0,283.0,662.0,0.0,1523.0,2335.0,0,10.0,2.0,554,2366
1001401486099960-3003401452100004,113.9462314708742,22.533816054785625,113.90504182083497,22.58379175807646,8884.0,4518.0,615.0,1438.0,1.0,3902.0,10468.0,1,26.5216,4.0,2604,9588
3003401486099950-1001401536100070,113.94766851071554,22.52369034958485,114.00424133233857,22.659003109280103,18932.0,7005.0,254.0,595.0,1.0,6750.0,24843.0,1,50.6368,6.0,3672,21974
1001401488099960-7007401616099976,113.94865920016564,22.533862145734602,114.10724188200872,22.558229614303798,17240.0,4554.0,994.0,2322.0,1.0,3559.0,16891.0,0,46.57599999999999,2.5,2815,20192
1001401488099960-7007401396100004,113.94865920016564,22.533862145734602,113.83942288008996,22.58476899880043,15320.0,6550.0,436.0,1020.0,1.0,6113.0,21854.0,0,41.968,2.5,2593,17317
1001401488099960-1001401440100008,113.94865920016564,22.533862145734602,113.88918065911876,22.58686931976878,10894.0,3971.0,732.0,1708.0,0.0,3239.0,11162.0,0,31.3456,2.0,1978,11794
1001401488099960-15015401552100048,113.94865920016564,22.533862145734602,114.0325505904562,22.642607598488087,18797.0,5663.0,487.0,1138.0,0.0,5176.0,21017.0,0,50.3128,3.0,3377,20328
1001401486099960-15015401416100024,113.9462314708742,22.533816054785625,113.86795055672377,22.612400974189377,15230.0,5058.0,1122.0,2620.0,0.0,3936.0,15801.0,0,41.752,2.5,2289,15518
1001401486099960-1001401450099988,113.9462314708742,22.533816054785625,113.90182800465219,22.564552592488,7241.0,2898.0,472.0,1102.0,0.0,2426.0,8100.0,0,22.5784,2.0,1473,8119
1001401488099960-3003401550100026,113.94865920016564,22.533862145734602,114.02351242331886,22.610851943278714,14748.0,5804.0,1486.0,3468.0,0.0,4318.0,15633.0,0,40.5952,2.5,2379,15807
1001401488099960-7007401528100064,113.94865920016564,22.533862145734602,113.99823970317688,22.65550620907463,16902.0,7750.0,822.0,1920.0,0.0,6928.0,23321.0,1,45.7648,5.0,3082,20472
1001401488099960-7007401504099968,113.94865920016564,22.533862145734602,113.97145197771982,22.54670237071988,3420.0,2356.0,953.0,2226.0,1.0,1402.0,2853.0,0,13.408,2.5,896,3470
1001401488099960-7007401436099988,113.94865920016564,22.533862145734602,113.8883970811246,22.567677041363357,9029.0,3062.0,340.0,796.0,1.0,2721.0,9074.0,0,26.8696,2.5,1631,9771
1001401488099960-15015401640100008,113.94865920016564,22.533862145734602,114.14040270662792,22.59943969631511,24491.0,7651.0,1322.0,3086.0,0.0,6329.0,28945.0,0,63.9784,5.0,4346,28376
1001401488099960-1001401532100066,113.94865920016564,22.533862145734602,113.99947937231892,22.654401397476505,16906.0,7612.0,669.0,1564.0,1.0,6942.0,23321.0,1,45.77439999999999,5.0,3042,20262
1001401488099960-3003401534099970,113.94865920016564,22.533862145734602,114.0054448274428,22.547339407493247,6653.0,3242.0,1292.0,3018.0,1.0,1949.0,6866.0,0,21.1672,2.0,1677,9786
1001401488099960-3003401728100120,113.94865920016564,22.533862145734602,114.23761590020732,22.720743083641405,45804.0,8057.0,824.0,1926.0,1.0,7232.0,49037.0,0,130.10848000000001,8.0,4841,44079
1001401486099960-7007401424099976,113.9462314708742,22.533816054785625,113.87413333424357,22.553863438691987,8743.0,2481.0,1539.0,3595.0,2.0,940.0,7937.0,1,26.1832,4.0,1925,10320
1001401486099960-3003401472100088,113.9462314708742,22.533816054785625,113.92722017587292,22.67897683768545,16428.0,5685.0,806.0,1882.0,0.0,4879.0,20622.0,0,44.6272,3.0,2912,21296
1001401486099960-3003401432099996,113.9462314708742,22.533816054785625,113.88096031120209,22.57430116737537,10170.0,3717.0,861.0,2012.0,1.0,2855.0,9824.0,0,29.608,2.5,2008,9983
1001401488099960-15015401656100072,113.94865920016564,22.533862145734602,114.15835217819412,22.67196653480277,33488.0,9306.0,773.0,1808.0,1.0,8532.0,38573.0,2,91.68256,10.0,4331,35109
1001401488099960-3003401576100048,113.94865920016564,22.533862145734602,114.05456425761044,22.63624517203264,20206.0,6896.0,541.0,1266.0,1.0,6354.0,25195.0,1,53.6944,4.5,3692,23791
1001401488099960-7007401456099992,113.94865920016564,22.533862145734602,113.91257871961649,22.572656073957816,7279.0,4159.0,495.0,1156.0,0.0,3664.0,9761.0,0,22.6696,2.5,2100,7871
1001401488099960-1001401588099966,113.94865920016564,22.533862145734602,114.06991069694469,22.542886680025678,12211.0,3628.0,400.0,934.0,0.0,3228.0,17642.0,0,34.5064,2.5,1586,15625
1001401486099960-7007401484099988,113.9462314708742,22.533816054785625,113.94667538864927,22.568795663955086,3571.0,3049.0,619.0,1446.0,0.0,2430.0,5309.0,0,13.7704,2.0,1448,6202
3003401486099950-7007401588100060,113.94766851071554,22.52369034958485,114.07123760039777,22.652345352188192,24505.0,7583.0,989.0,2310.0,1.0,6593.0,29746.0,1,64.012,5.5,3752,26285
1001401486099960-3003401518100002,113.9462314708742,22.533816054785625,113.98523512889037,22.58306181894504,8605.0,3973.0,553.0,1292.0,0.0,3420.0,10597.0,0,25.851999999999997,3.0,1448,9065
1001401488099960-3003401472100004,113.94865920016564,22.533862145734602,113.92932720795704,22.584258211967654,6888.0,3589.0,549.0,1282.0,0.0,3040.0,7012.0,0,21.7312,2.5,1952,7869
1001401486099960-15015401704100072,113.9462314708742,22.533816054785625,114.21668865285594,22.672991716039505,39260.0,6228.0,1797.0,4197.0,2.0,4429.0,40979.0,1,109.69119999999998,9.0,4368,38652
3003401486099950-7007401472099968,113.94766851071554,22.52369034958485,113.9326046473175,22.545965635601892,3651.0,2479.0,681.0,1592.0,1.0,1797.0,4288.0,0,13.9624,2.0,1313,5971
1001401488099960-3003401502099994,113.94865920016564,22.533862145734602,113.966003613228,22.573674529252372,5634.0,3506.0,820.0,1914.0,0.0,2686.0,6858.0,0,18.7216,2.0,1230,6119
3003401486099950-7007401504099968,113.94766851071554,22.52369034958485,113.97145197771982,22.54670237071988,4539.0,2212.0,1605.0,3748.0,1.0,606.0,3758.0,0,16.0936,2.0,1196,4931
1001401488099960-7007401524099956,113.94865920016564,22.533862145734602,113.99602544391131,22.533625840449734,4439.0,2581.0,620.0,1448.0,0.0,1961.0,5460.0,0,15.8536,2.5,1225,6598
1001401486099960-1001401480100088,113.9462314708742,22.533816054785625,113.93575113247186,22.67801240035155,15536.0,5019.0,326.0,762.0,0.0,4693.0,19796.0,0,42.4864,3.0,3184,21701
1001401488099960-15015401528099992,113.94865920016564,22.533862145734602,114.00476174496755,22.578914450699124,9776.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,28.6624,0.0,1650,10506
1001401486099960-7007401496099976,113.9462314708742,22.533816054785625,113.96154228681587,22.55554025787091,3619.0,2600.0,789.0,1844.0,1.0,1810.0,3096.0,0,13.8856,2.5,989,5099
1001401488099960-1001401394100046,113.94865920016564,22.533862145734602,113.83234473235859,22.628622048998285,20407.0,5678.0,934.0,2180.0,0.0,4744.0,19129.0,0,54.1768,2.5,2835,20401
1001401488099960-3003401620099956,113.94865920016564,22.533862145734602,114.1101875628188,22.53346175189209,15096.0,4424.0,589.0,1378.0,1.0,3834.0,18453.0,1,41.4304,4.5,2009,18832
1001401488099960-7007401580100044,113.94865920016564,22.533862145734602,114.06190145349363,22.634123451788287,20676.0,6143.0,449.0,1052.0,1.0,5693.0,24430.0,1,54.8224,4.5,3487,23365
1001401488099960-7007401532100044,113.94865920016564,22.533862145734602,114.00358940159315,22.633043655307922,15132.0,7899.0,1648.0,3848.0,1.0,6250.0,21685.0,1,41.5168,6.0,2829,19339
3003401486099950-7007401472100040,113.94766851071554,22.52369034958485,113.93080462443555,22.627153745648,12014.0,4994.0,1247.0,2910.0,0.0,3747.0,13544.0,0,34.03359999999999,3.0,2659,16597
1001401488099960-3003401496099988,113.94865920016564,22.533862145734602,113.95886679510322,22.566770840768037,4272.0,2949.0,454.0,1060.0,0.0,2495.0,5865.0,0,15.4528,2.0,1407,5777
