OD,oLon,oLat,dLon,dLat,busDis,busTime,busWalkTime,busWalkDis,busWaitTime,busBoardTime,busBoardDis,busTransNum,taxiCost,busCost,driveTime,driveDis
1001401488099960-3003401446099994,113.94865920016564,22.533862145734602,113.8980089795465,22.57237532996961,8608.0,3730.0,703.0,1642.0,0.0,3027.0,9162.0,0,25.8592,2.0,1586,9379
1001401486099960-1001401548099958,113.9462314708742,22.533816054785625,114.021542406463,22.532972456752844,7104.0,2813.0,982.0,2294.0,1.0,1830.0,7805.0,0,22.2496,2.0,1542,9544
1001401488099960-3003401564100032,113.94865920016564,22.533862145734602,114.04037242828608,22.61793299622792,17034.0,5458.0,877.0,2048.0,0.0,4581.0,22666.0,0,46.0816,4.0,2863,17794
1001401488099960-1001401556100078,113.94865920016564,22.533862145734602,114.0283477309487,22.668477607752862,21017.0,6788.0,545.0,1274.0,1.0,6242.0,25993.0,0,55.6408,7.0,4004,23368
1001401488099960-1001401494099978,113.94865920016564,22.533862145734602,113.95549687013893,22.554297790293933,2699.0,2519.0,444.0,1038.0,0.0,2075.0,4666.0,0,11.6776,2.5,910,4370
1001401488099960-1001401564099954,113.94865920016564,22.533862145734602,114.04106182494637,22.52882012263589,9121.0,3184.0,898.0,2096.0,0.0,2286.0,11649.0,0,27.0904,2.5,1270,13805
1001401488099960-7007401548100028,113.94865920016564,22.533862145734602,114.02341516481451,22.615362691171946,15195.0,5510.0,625.0,1460.0,0.0,4885.0,25077.0,0,41.668,2.5,2545,17719
1001401488099960-1001401510099980,113.94865920016564,22.533862145734602,113.97487269171673,22.55692001628145,4770.0,2535.0,664.0,1552.0,1.0,1870.0,4296.0,0,16.648,1.0,1277,5015
1001401486099960-1001401552099960,113.9462314708742,22.533816054785625,114.02634984496841,22.535317764281665,7619.0,2004.0,1022.0,2388.0,1.0,981.0,8259.0,0,23.4856,3.0,1530,9368
1001401488099960-1001401662100024,113.94865920016564,22.533862145734602,114.15841469343007,22.609914349779377,27227.0,7799.0,1087.0,2538.0,0.0,6712.0,30058.0,0,72.14823999999999,5.0,3452,31269
1001401488099960-1001401406100018,113.94865920016564,22.533862145734602,113.84763978548784,22.59733898250689,15822.0,4349.0,463.0,1082.0,0.0,3886.0,15172.0,0,43.1728,2.5,2615,14712
1001401488099960-1001401410099998,113.94865920016564,22.533862145734602,113.85300986947409,22.57488379706335,13055.0,2641.0,1456.0,3401.0,2.0,1183.0,11713.0,1,36.532,4.0,2805,14040
1001401488099960-7007401444099996,113.94865920016564,22.533862145734602,113.89790782063056,22.576885571746413,9073.0,3614.0,498.0,1162.0,0.0,3116.0,9529.0,0,26.9752,2.0,1892,10048
1001401488099960-1001401536099976,113.94865920016564,22.533862145734602,114.0065371705937,22.55300052229261,7325.0,3538.0,1360.0,3176.0,1.0,2177.0,7545.0,0,22.78,2.5,1665,12663
1001401488099960-1001401394100056,113.94865920016564,22.533862145734602,113.83208602536142,22.63989703680091,21570.0,5642.0,744.0,1738.0,0.0,4898.0,20150.0,0,56.968,2.5,3121,21536
1001401488099960-1001401440099990,113.94865920016564,22.533862145734602,113.88963664121157,22.56657308002804,8802.0,2903.0,256.0,598.0,0.0,2647.0,9074.0,0,26.3248,2.5,1821,9729
1001401486099960-1001401434100006,113.9462314708742,22.533816054785625,113.88194592469378,22.584472812930933,11105.0,3978.0,846.0,1976.0,0.0,3132.0,10475.0,0,31.851999999999997,2.5,1928,10707
1001401486099960-3003401466099946,113.9462314708742,22.533816054785625,113.92349324988336,22.51871739202429,3644.0,2396.0,726.0,1696.0,0.0,1670.0,3179.0,0,13.9456,2.0,1144,4951
1001401488099960-1001401564100030,113.94865920016564,22.533862145734602,114.03923023472693,22.614527424738466,16584.0,4995.0,485.0,1134.0,1.0,4509.0,23103.0,0,45.0016,2.5,2635,17078
1001401486099960-1001401466099952,113.9462314708742,22.533816054785625,113.92215458810051,22.52433225224368,3202.0,1910.0,152.0,356.0,0.0,1758.0,3349.0,0,12.8848,2.5,970,4469
1001401486099960-3003401568099960,113.9462314708742,22.533816054785625,114.04696345688197,22.536825844926753,9692.0,4126.0,1718.0,4012.0,1.0,2407.0,12464.0,0,28.4608,2.5,1776,11444
1001401488099960-1001401458099958,113.94865920016564,22.533862145734602,113.912294108935,22.53091174648781,3688.0,1786.0,1371.0,3200.0,0.0,415.0,3044.0,0,14.0512,2.0,1465,6572
1001401486099960-1001401468099962,113.9462314708742,22.533816054785625,113.9243322002525,22.535654816554146,2227.0,1579.0,1258.0,2938.0,1.0,320.0,2206.0,0,10.5448,2.0,1193,4521
1001401488099960-1001401464100068,113.94865920016564,22.533862145734602,113.91681391583764,22.65508714013032,15206.0,5383.0,324.0,760.0,1.0,5058.0,17100.0,1,41.6944,4.0,2598,16195
1001401486099960-1001401464099974,113.9462314708742,22.533816054785625,113.91917623846571,22.549093125432144,4064.0,2336.0,1291.0,3014.0,0.0,1045.0,2841.0,0,14.9536,2.0,1473,5488
1001401488099960-7007401396100028,113.94865920016564,22.533862145734602,113.83880442730526,22.61182927141559,18109.0,5064.0,640.0,1496.0,1.0,4423.0,17398.0,0,48.6616,2.5,3087,19223
1001401486099960-7007401476100044,113.9462314708742,22.533816054785625,113.93556320592684,22.63175716187943,10882.0,4074.0,322.0,754.0,1.0,3751.0,12923.0,0,31.3168,3.0,2867,12797
1001401488099960-3003401568099968,113.94865920016564,22.533862145734602,114.0467713824257,22.545847755096002,10354.0,3382.0,614.0,1436.0,1.0,2767.0,11749.0,0,30.0496,3.0,1798,11873
1001401488099960-1001401576099950,113.94865920016564,22.533862145734602,114.05572472287935,22.52457648151012,10916.0,3301.0,673.0,1572.0,0.0,2628.0,13259.0,1,31.3984,5.0,1152,13231
1001401486099960-3003401622099994,113.9462314708742,22.533816054785625,114.11172285455584,22.576361873773635,19718.0,5835.0,1601.0,3736.0,0.0,4234.0,18592.0,0,52.5232,2.5,3607,21381
1001401488099960-3003401740100128,113.94865920016564,22.533862145734602,114.25202549770547,22.730017979357925,48084.0,9289.0,1322.0,3086.0,0.0,7967.0,51205.0,0,137.22208,8.0,4549,48273
1001401486099960-3003401464099984,113.9462314708742,22.533816054785625,113.92011457066441,22.561520029972435,5231.0,2687.0,1288.0,3008.0,1.0,1398.0,4601.0,0,17.7544,2.0,2184,6854
1001401488099960-3003401458099946,113.94865920016564,22.533862145734602,113.9137836589503,22.51853140878955,4798.0,2805.0,592.0,1382.0,0.0,2213.0,4455.0,0,16.7152,2.5,1442,6590
1001401488099960-1001401496099994,113.94865920016564,22.533862145734602,113.95752881538695,22.572386074727607,4715.0,3249.0,397.0,928.0,0.0,2852.0,8102.0,0,16.516,2.5,1205,6534
1001401488099960-1001401582099956,113.94865920016564,22.533862145734602,114.06286499783256,22.531476179567186,10886.0,2842.0,1482.0,3460.0,0.0,1360.0,11929.0,0,31.3264,4.0,1244,14072
1001401488099960-1001401428099992,113.94865920016564,22.533862145734602,113.87501686530751,22.568545366271742,10364.0,3748.0,655.0,1530.0,0.0,3093.0,10996.0,0,30.073600000000006,2.5,1950,10579
1001401486099960-1001401566100070,113.9462314708742,22.533816054785625,114.040692821911,22.659681045451173,21511.0,6483.0,693.0,1618.0,0.0,5790.0,23141.0,0,56.8264,3.0,3659,22127
1001401488099960-3003401474099974,113.94865920016564,22.533862145734602,113.93250498020893,22.550476182581445,3183.0,2695.0,1111.0,2594.0,0.0,1584.0,2930.0,0,12.8392,1.0,1884,4433
1001401488099960-3003401432100012,113.94865920016564,22.533862145734602,113.88055373555514,22.592342105591197,12250.0,4357.0,659.0,1538.0,0.0,3698.0,12208.0,0,34.599999999999994,2.0,1996,13060
1001401488099960-7007401516099988,113.94865920016564,22.533862145734602,113.98552962207552,22.56952970194301,7036.0,4593.0,1583.0,3696.0,1.0,3009.0,8340.0,0,22.0864,2.0,2708,9956
1001401488099960-1001401564099980,113.94865920016564,22.533862145734602,114.04043622475041,22.558141160419922,11004.0,3824.0,826.0,1930.0,1.0,2997.0,9942.0,0,31.6096,2.5,1306,11929
3003401486099950-1001401472099950,113.94766851071554,22.52369034958485,113.92948701485821,22.52221621149068,1843.0,2010.0,515.0,1204.0,1.0,1494.0,2859.0,0,10.0,2.0,1051,4355
1001401488099960-7007401456099960,113.94865920016564,22.533862145734602,113.91338234293778,22.536572963501605,3561.0,1985.0,1570.0,3664.0,0.0,415.0,3044.0,0,13.7464,2.0,1305,5903
1001401488099960-7007401516099956,113.94865920016564,22.533862145734602,113.98631415371963,22.533444117318496,3552.0,2143.0,740.0,1730.0,1.0,1402.0,3716.0,0,13.7248,2.0,1053,4716
1001401488099960-1001401542099968,113.94865920016564,22.533862145734602,114.01401607569528,22.544114433670448,7126.0,3063.0,845.0,1974.0,1.0,2217.0,7955.0,0,22.3024,3.0,1365,8900
1001401488099960-1001401518100012,113.94865920016564,22.533862145734602,113.9837996262783,22.593188030445237,9263.0,4972.0,1641.0,3830.0,0.0,3331.0,10323.0,0,27.4312,2.5,2094,11403
1001401488099960-1001401490099986,113.94865920016564,22.533862145734602,113.95044216835815,22.56322679089117,3130.0,2853.0,767.0,1790.0,0.0,2086.0,3542.0,0,12.712,2.0,1159,5146
1001401488099960-15015401384100008,113.94865920016564,22.533862145734602,113.82950229814013,22.593597146739526,17135.0,6102.0,571.0,1334.0,0.0,5531.0,19253.0,1,46.32400000000001,4.5,4222,19663
1001401488099960-7007401556099972,113.94865920016564,22.533862145734602,114.03448582461296,22.55239050281898,9869.0,4728.0,1563.0,3650.0,1.0,3164.0,14182.0,0,28.8856,3.0,1433,11946
1001401488099960-7007401460099980,113.94865920016564,22.533862145734602,113.91773646826807,22.559218180130703,5441.0,2828.0,1293.0,3018.0,0.0,1535.0,4591.0,0,18.2584,2.0,2096,6222
1001401486099960-1001401430100002,113.9462314708742,22.533816054785625,113.87719076273106,22.579868162189808,11084.0,4140.0,1008.0,2354.0,0.0,3132.0,10475.0,0,31.8016,2.5,2089,12383
1001401488099960-1001401442099984,113.94865920016564,22.533862145734602,113.89221657385856,22.559854646995607,7884.0,2949.0,550.0,1284.0,0.0,2399.0,8269.0,0,24.1216,2.5,1610,8949
1001401488099960-1001401400100010,113.94865920016564,22.533862145734602,113.840559988835,22.588175539172568,15558.0,6777.0,490.0,1146.0,1.0,6286.0,21854.0,0,42.5392,2.5,2953,15592
1001401488099960-3003401482100094,113.94865920016564,22.533862145734602,113.9392210706694,22.685975412599692,16238.0,6302.0,1289.0,3008.0,0.0,5013.0,19796.0,0,44.1712,3.0,2924,25234
3003401486099950-1001401602099970,113.94766851071554,22.52369034958485,114.08681320845464,22.547706720742177,15393.0,3002.0,856.0,2003.0,2.0,2144.0,16231.0,2,42.1432,5.0,2085,18686
1001401488099960-1001401698100056,113.94865920016564,22.533862145734602,114.20141592576107,22.646775389714875,34956.0,6009.0,1921.0,4485.0,1.0,4087.0,37570.0,1,96.26272,8.0,4246,38667
1001401488099960-1001401486099992,113.94865920016564,22.533862145734602,113.94543650019821,22.56990029306537,3938.0,3147.0,649.0,1516.0,0.0,2498.0,5309.0,0,14.6512,2.0,1131,6246
1001401488099960-3003401488099968,113.94865920016564,22.533862145734602,113.94964988123071,22.54403390522922,1118.0,1196.0,298.0,698.0,1.0,897.0,848.0,0,10.0,2.5,312,1239
1001401488099960-3003401552099988,113.94865920016564,22.533862145734602,114.026862524949,22.568043992536484,10739.0,5174.0,2454.0,5728.0,0.0,2720.0,11454.0,0,30.9736,2.5,2267,14664
1001401488099960-3003401478099974,113.94865920016564,22.533862145734602,113.93736096538187,22.550568806743716,2739.0,2191.0,607.0,1418.0,0.0,1584.0,2930.0,0,11.7736,1.0,1585,3107
1001401488099960-1001401690100058,113.94865920016564,22.533862145734602,114.19164901512279,22.64886099382027,34257.0,8842.0,1335.0,3118.0,1.0,7506.0,34663.0,1,94.08184,5.0,4535,35446
1001401488099960-1001401516100008,113.94865920016564,22.533862145734602,113.98146918217456,22.588631698990703,8586.0,5228.0,1786.0,4168.0,0.0,3442.0,10597.0,0,25.8064,3.0,2128,10024
1001401488099960-3003401440099992,113.94865920016564,22.533862145734602,113.8907747659902,22.56997928596477,9040.0,3530.0,590.0,1378.0,0.0,2940.0,9054.0,0,26.896,2.5,1692,10263
1001401488099960-3003401462099990,113.94865920016564,22.533862145734602,113.91753589327874,22.568239058709754,6370.0,4030.0,682.0,1594.0,1.0,3347.0,7712.0,1,20.488000000000003,4.5,2480,7804
1001401488099960-3003401458099954,113.94865920016564,22.533862145734602,113.913583111008,22.527552227746163,3907.0,2097.0,1682.0,3926.0,0.0,415.0,3044.0,0,14.5768,2.0,1980,6439
1001401488099960-7007401612099980,113.94865920016564,22.533862145734602,114.10229055193241,22.56265325993686,17225.0,5165.0,1187.0,2772.0,1.0,3977.0,16418.0,0,46.54,2.5,2458,19851
3003401486099950-1001401474099950,113.94766851071554,22.52369034958485,113.93191450332635,22.522262532483225,1613.0,1517.0,155.0,364.0,1.0,1361.0,2153.0,0,10.0,2.0,671,3395
1001401488099960-15015401536099952,113.94865920016564,22.533862145734602,114.01544785059866,22.53398724923857,6237.0,2768.0,469.0,1096.0,0.0,2299.0,7799.0,0,20.1688,2.5,1115,7438
1001401486099960-3003401494099962,113.9462314708742,22.533816054785625,113.95708207854223,22.53740609832755,1374.0,1776.0,559.0,1306.0,0.0,1217.0,1315.0,0,10.0,2.5,588,1767
3003401486099950-3003401480100000,113.94766851071554,22.52369034958485,113.93914128053223,22.57993328383121,6470.0,4230.0,851.0,1988.0,1.0,3378.0,8303.0,0,20.728,2.0,1488,9536
1001401488099960-7007401564100036,113.94865920016564,22.533862145734602,114.04265689705593,22.624744093530367,17935.0,5970.0,1253.0,2926.0,1.0,4716.0,23254.0,0,48.24399999999999,4.0,3411,21076
1001401488099960-3003401476099948,113.94865920016564,22.533862145734602,113.93558060780785,22.52120430189941,2496.0,2507.0,426.0,996.0,0.0,2081.0,4463.0,0,11.1904,2.5,938,3763
1001401488099960-7007401420100004,113.94865920016564,22.533862145734602,113.8685638038134,22.58534023052885,12662.0,4464.0,1008.0,2354.0,0.0,3456.0,12702.0,0,35.588800000000006,2.5,2498,12625
1001401486099960-3003401452099992,113.9462314708742,22.533816054785625,113.90534427237722,22.57026072905517,7490.0,3287.0,420.0,982.0,0.0,2867.0,8630.0,0,23.176,2.0,1739,9013
1001401488099960-3003401644099976,113.94865920016564,22.533862145734602,114.13885968825495,22.55653935840292,20017.0,5835.0,1085.0,2534.0,1.0,4749.0,20557.0,0,53.2408,4.0,2772,23446
1001401488099960-1001401600099992,113.94865920016564,22.533862145734602,114.08386290253151,22.572473714813857,16499.0,4754.0,555.0,1297.0,1.0,4198.0,16917.0,1,44.7976,4.5,2387,18448
1001401488099960-1001401628099968,113.94865920016564,22.533862145734602,114.11842824012602,22.546020192190472,17050.0,3244.0,1283.0,2996.0,1.0,1960.0,17636.0,0,46.12,5.0,2450,21164
1001401488099960-1001401428100018,113.94865920016564,22.533862145734602,113.87435489908978,22.59786172104157,13385.0,4760.0,856.0,1998.0,0.0,3904.0,13516.0,0,37.324,2.5,1925,13261
1001401488099960-3003401508099972,113.94865920016564,22.533862145734602,113.97383088683507,22.549003501933594,3874.0,2645.0,952.0,2222.0,0.0,1693.0,4346.0,0,14.4976,2.5,1284,4202
1001401486099960-1001401566099952,113.9462314708742,22.533816054785625,114.0435377197868,22.526609299141274,9796.0,3051.0,643.0,1504.0,1.0,2407.0,12464.0,0,28.7104,2.5,1117,11902
1001401488099960-3003401482099946,113.94865920016564,22.533862145734602,113.9429127369642,22.51908760631739,2027.0,1611.0,473.0,1104.0,0.0,1138.0,2032.0,0,10.0648,2.0,646,2774
3003401486099950-1001401542100058,113.94766851071554,22.52369034958485,114.01182465623104,22.64560711324432,18286.0,4767.0,1168.0,2728.0,1.0,3598.0,22625.0,0,49.08640000000001,5.0,3210,20878
1001401488099960-1001401436100012,113.94865920016564,22.533862145734602,113.88422206595396,22.59128534443598,11802.0,4218.0,520.0,1214.0,0.0,3698.0,12208.0,0,33.5248,2.0,2657,12367
1001401486099960-1001401462099994,113.9462314708742,22.533816054785625,113.91624647637023,22.57159856313144,6608.0,4794.0,1229.0,2870.0,1.0,3564.0,8614.0,0,21.0592,2.5,2352,7622
1001401488099960-3003401568099960,113.94865920016564,22.533862145734602,114.04696345688197,22.536825844926753,9461.0,3913.0,1506.0,3516.0,0.0,2407.0,12464.0,0,27.9064,2.5,1908,11028
1001401486099960-1001401480099974,113.9462314708742,22.533816054785625,113.93859989462776,22.549464332716287,2291.0,1928.0,522.0,1220.0,0.0,1406.0,2103.0,0,10.6984,1.0,1388,2626
1001401488099960-3003401464099964,113.94865920016564,22.533862145734602,113.92061552695631,22.538967916306014,3129.0,2193.0,543.0,1268.0,0.0,1650.0,3550.0,0,12.7096,2.5,1136,4905
1001401486099960-1001401464099968,113.9462314708742,22.533816054785625,113.91932654607773,22.542327494633266,3367.0,2700.0,1049.0,2450.0,1.0,1650.0,3550.0,0,13.2808,2.5,1347,4811
1001401486099960-15015401448099976,113.9462314708742,22.533816054785625,113.90802362528716,22.55903124696872,6107.0,3220.0,907.0,2118.0,0.0,2313.0,6870.0,0,19.8568,2.0,1450,6702
1001401486099960-3003401478099970,113.9462314708742,22.533816054785625,113.93746059313364,22.54605831058124,2053.0,1887.0,631.0,1476.0,1.0,1255.0,1448.0,0,10.1272,1.0,1413,2572
1001401486099960-15015401568100032,113.9462314708742,22.533816054785625,114.05237461333827,22.624922815262927,19090.0,7011.0,790.0,1846.0,1.0,6220.0,22351.0,1,51.016000000000005,5.0,3126,22671
1001401488099960-1001401646099982,113.94865920016564,22.533862145734602,114.13995762578415,22.562200142558297,20690.0,5901.0,780.0,1824.0,1.0,5120.0,20392.0,1,54.856,4.5,2820,25094
1001401488099960-1001401414100050,113.94865920016564,22.533862145734602,113.8565336283787,22.63361048966567,18657.0,5138.0,1136.0,2654.0,1.0,4001.0,17427.0,0,49.9768,3.0,2906,19361
1001401486099960-1001401502099972,113.9462314708742,22.533816054785625,113.96535744517868,22.54771561538208,3185.0,1942.0,432.0,1010.0,0.0,1510.0,2594.0,0,12.844000000000001,2.5,954,3519
1001401488099960-3003401442099982,113.94865920016564,22.533862145734602,113.89345585190777,22.558750536514946,7657.0,2983.0,584.0,1364.0,0.0,2399.0,8269.0,0,23.5768,2.5,1348,8367
1001401488099960-3003401518099958,113.94865920016564,22.533862145734602,113.9863142716647,22.533444188353876,3552.0,2143.0,740.0,1730.0,1.0,1402.0,3716.0,0,13.7248,2.0,1085,4716
1001401486099960-1001401622099964,113.9462314708742,22.533816054785625,114.11123726566996,22.541378213045977,16142.0,4273.0,819.0,1914.0,1.0,3453.0,16946.0,0,43.9408,2.5,2043,20054
1001401488099960-3003401422099990,113.94865920016564,22.533862145734602,113.86897191834608,22.567299555516065,10803.0,2550.0,1403.0,3276.0,1.0,1146.0,10172.0,0,31.1272,4.0,2232,11673
1001401488099960-15015401640100024,113.94865920016564,22.533862145734602,114.1400294595274,22.61748486590292,26278.0,7148.0,1066.0,2490.0,1.0,6081.0,26487.0,0,69.18735999999998,2.5,3942,28026
1001401486099960-1001401482099976,113.9462314708742,22.533816054785625,113.94097811903194,22.551765824139803,2301.0,2034.0,338.0,790.0,0.0,1696.0,2166.0,0,10.7224,2.0,1485,2883
3003401486099950-1001401476099954,113.94766851071554,22.52369034958485,113.93424238565126,22.526819313207678,1566.0,1665.0,601.0,1404.0,0.0,1064.0,1406.0,0,10.0,2.0,597,2834
1001401488099960-7007401536099968,113.94865920016564,22.533862145734602,114.0103009134552,22.54742974661247,7114.0,4119.0,161.0,378.0,1.0,3957.0,14534.0,0,22.2736,2.0,1272,8643
1001401488099960-1001401448099986,113.94865920016564,22.533862145734602,113.8994503141442,22.562250571890182,7452.0,2560.0,435.0,1016.0,0.0,2125.0,6864.0,0,23.0848,2.5,1277,7896
1001401488099960-1001401538099976,113.94865920016564,22.533862145734602,114.00896537101356,22.553045739848052,7557.0,3145.0,650.0,1518.0,0.0,2495.0,9702.0,0,23.3368,2.5,1121,8493
1001401486099960-7007401480099968,113.9462314708742,22.533816054785625,113.94231632829785,22.546150696722034,1610.0,1801.0,546.0,1276.0,0.0,1255.0,1448.0,0,10.0,1.0,1288,1939
1001401488099960-3003401428100008,113.94865920016564,22.533862145734602,113.87579838884899,22.58773739207273,12229.0,4008.0,561.0,1310.0,0.0,3447.0,11764.0,0,34.5496,2.5,1988,13068
